ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,trans_id,query,qclass,qclass_name,qtype,qtype_name,rcode,rcode_name,AA,TC,RD,RA,Z,rejected,anomaly,anomaly_score
1445353932.84954,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43863,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353934.850636,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43864,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353936.851715,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43865,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353938.852944,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43866,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353940.85397,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43867,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353932.706007,C27WFK2IQefaI94QR7,192.168.89.2,10003,8.8.8.8,53,udp,44493,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445353942.8551,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43868,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353944.856026,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43869,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353946.857285,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43870,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353948.928182,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43871,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353950.929608,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43872,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353942.704175,CiWZB52u84cycbDA5j,192.168.89.2,5065,8.8.8.8,53,udp,47484,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445353952.930353,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43873,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353954.931602,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43874,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353956.932507,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43875,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353958.933738,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43876,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353960.934758,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43877,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353952.702272,CZfJ8k2KTz19kgfEBf,192.168.89.2,61074,8.8.8.8,53,udp,38156,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445353962.935899,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43878,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353964.936819,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43879,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353966.937929,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43880,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353968.991136,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43881,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353970.992247,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43882,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353962.700373,CGOM2l4BsqJhtIQly,192.168.89.2,16125,8.8.8.8,53,udp,7709,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445353972.993328,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43883,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353974.994375,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43884,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353976.995466,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43885,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353978.996536,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43886,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353980.997624,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43887,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353972.698518,CYg32q3Ox3oN7TICJg,192.168.89.2,46852,8.8.8.8,53,udp,56530,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445353982.99872,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43888,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353984.999898,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43889,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353987.000855,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43890,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353989.05078,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43891,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353991.051887,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43892,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353982.696644,CC2xQ83DDWznjIenej,192.168.89.2,33639,8.8.8.8,53,udp,13937,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445353993.053326,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43893,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353995.054044,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43894,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353997.055273,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43895,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353999.056195,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43896,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354001.057429,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43897,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445353992.694774,Ct5fCt31XMCe50My4,192.168.89.2,33171,8.8.8.8,53,udp,6720,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445354003.058444,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43898,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354005.059618,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43899,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354007.060524,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43900,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354009.13295,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43901,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354011.133851,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43902,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354002.69288,CxkGbR3ETzdNjfUs87,192.168.89.2,27588,8.8.8.8,53,udp,15902,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445354013.13509,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43903,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354015.135983,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43904,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354017.137089,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43905,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354019.138142,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43906,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354021.139237,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43907,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354012.691389,CPPKI72Myej8YP4GPd,192.168.89.2,34824,8.8.8.8,53,udp,19392,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445354023.140336,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43908,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354025.14151,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43909,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354027.142462,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43910,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354029.192385,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43911,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354031.193484,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43912,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354022.689172,Czivm83cLoAlUarbhd,192.168.89.2,41653,8.8.8.8,53,udp,2291,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445354033.19458,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43913,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354035.195655,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43914,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354037.196708,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43915,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354039.197798,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43916,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354041.198965,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43917,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354032.687276,CuUWzF25IHqTMp8kM8,192.168.89.2,46802,8.8.8.8,53,udp,10522,localhost,1,C_INTERNET,1,A,,,False,False,False,False,0,False,False,-0.016627533107609893
1445354043.199961,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43918,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354045.201058,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43919,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354047.202299,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43920,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
1445354049.253337,CKzsob4voTjPleq1ej,192.168.88.61,949,192.168.88.1,53,udp,43921,time.nist.gov,1,C_INTERNET,1,A,5.0,REFUSED,False,False,True,False,0,True,False,-0.14658403086830785
